Face_Count,EAR,MAR
386.0,1.2558117420973607,5.450029791604136
387.0,1.1660153892295524,5.053529416061717
388.0,1.1596910273333547,5.490538853477208
389.0,1.1956406985536552,4.926425298582442
390.0,1.1228229685641635,4.587454798576447
391.0,1.114433852891684,4.457669796719601
392.0,1.093063624606115,4.405505492021224
393.0,1.1108874405188691,4.1866818563440615
394.0,1.027890580873986,4.25900413556796
395.0,0.7877603833330845,4.042226138612572
396.0,0.6615972568102727,3.6961604939006993
397.0,0.6358060720805448,3.4599751797592497
398.0,0.44626635663585934,3.3903649237929274
399.0,0.297837818915308,3.3666405864408686
400.0,0.15575800037314458,3.9341047024139275
401.0,0.2098290913587566,4.006631124330145
402.0,0.172818150414354,4.130547882741749
403.0,0.14717940179269945,4.0990721509318515
404.0,0.0018763948549481713,3.912525786283685
405.0,0.017021743488044284,3.673877338591178
406.0,0.1305238689424388,3.4697433826983892
407.0,0.33875012197374726,3.072714725617744
408.0,0.6101677037035913,3.5433277912922145
409.0,0.6949348625143471,3.846444977570086
410.0,0.6168710275111686,3.902146597726521
411.0,0.8038611266516494,4.980500550048408
412.0,1.0076877159758526,6.216683064678838
413.0,1.1505031520560391,7.176006324717774
414.0,1.305190770194086,7.777138662202191
415.0,1.073810940109158,6.9602786306746705
416.0,1.000139627308473,6.58225118827915
417.0,1.081586385313939,6.585913586091363
418.0,1.0932921652737912,7.022024146004495
419.0,1.096763767568637,6.925170524539222
420.0,1.2345379361599673,6.487315104948717
421.0,1.4538378676695876,6.386648649943928
422.0,1.4999313626551583,5.600787247653308
423.0,1.776306192342103,4.969942695762547
424.0,1.8332825456606516,4.451073027420199
425.0,1.832059689336469,4.093228485960646
426.0,1.9738429246239857,3.710614252905875
427.0,2.0677440687342075,3.1817355958079987
428.0,2.1154387223779434,2.880397286210846
429.0,2.2054068113188774,2.648931056734665
430.0,2.299262171153681,2.4831096970719075
431.0,2.323605196664245,2.2739426725976664
432.0,2.3026611484644315,1.9176542621412194
433.0,2.284519814401616,1.8105191701152643
434.0,2.435207334984317,1.8074418480942143
435.0,2.578672976324928,2.8803074702463767
436.0,2.521721046647626,3.3315078424994438
437.0,2.2747608059049136,3.5501812064751284
438.0,2.305232095152477,3.65214284384016
439.0,2.351626819595465,3.5235708945608994
440.0,2.2723236239921163,3.409924518425643
441.0,2.223806383191291,3.2966149347340536
442.0,2.1618228429642783,3.290380599450275
443.0,2.1183025587527458,3.2783647976120056
444.0,2.1539376965583554,3.26602865764586
445.0,2.1184219138254154,3.219234574134459
446.0,2.0706939564947007,3.122766818179462
447.0,1.958454416102145,3.132957333655446
448.0,2.1126823740338225,3.0713209142542066
449.0,2.0999639228332847,2.966381699880881
450.0,1.9543657197014923,2.8138987008552627
451.0,1.938286607866655,2.686984088379296
452.0,1.9682977544904912,2.884351816164266
453.0,2.13454113114957,2.8874846584263283
454.0,2.243698969797629,2.918529216871662
455.0,2.362836439328135,2.9614632918780663
456.0,2.4254218543437824,3.2652469305559384
457.0,2.5505170909971775,3.322698529513344
458.0,2.6551960160676504,3.5761082155586625
459.0,2.7781216350319693,3.8532542596796606
460.0,2.9052628695628706,4.119160860618202
461.0,3.0053019168970785,4.30020448157206
462.0,3.085497735955827,4.621980341348594
463.0,3.1306397064002502,4.659602338129087
464.0,3.1204280003664127,4.664935306739025
465.0,3.050531341203716,4.640361760349618
466.0,3.102248862064987,4.602837382026687
467.0,3.0812955153763713,4.45689214187456
468.0,3.137581706643521,4.502691100669169
469.0,3.151221721662481,4.541895379842155
470.0,3.148361758059688,4.5692899611156
471.0,3.118233447644089,4.432074775437122
472.0,3.082878295202941,4.4105472038265665
473.0,3.156205976609536,4.40911251063669
474.0,3.2191236886901233,4.418254487791615
475.0,3.208798114740671,4.424773488260534
476.0,3.2394795310430657,4.40002677276587
477.0,3.2058232442142556,4.345175391829625
478.0,3.3326214981493267,4.379319450799957
479.0,3.2454379756167766,4.39639065843998
480.0,3.191776839425303,4.4081695050505125
481.0,2.9194764293766404,4.480077489817163
482.0,2.68129738087287,4.452768335902388
483.0,2.5395900137192116,4.6857139068931195
484.0,1.4709889610374203,5.3948503307310505
485.0,0.9050779590288914,6.115589246144477
486.0,0.530191635594994,6.616472084383017
487.0,0.21227466808617512,7.236019512232577
488.0,-0.2096439393790588,6.830471687465085
489.0,-0.3491245784282764,7.139417660607022
490.0,-0.4111576491183959,6.483688938098264
491.0,-0.5074113849169671,5.87483709258122
492.0,-0.5608805296149302,5.358892032031618
493.0,-0.6563210765439836,5.383119047718429
494.0,-0.7897581941180729,5.172365308669908
495.0,-0.8189794465878586,4.808499047864083
496.0,-0.7463737689587053,4.818217188000963
497.0,-0.761801298563444,4.507499474693531
498.0,-0.8082406360990121,4.578274621687523
499.0,-0.672343507465295,4.292205289717887
500.0,-0.47647959850175936,3.9465048016389948
501.0,-0.16269240413189995,3.5760087179618516
502.0,0.14234014576981358,3.2999765394999634
503.0,0.3621543820631575,3.160131228661434
504.0,0.669761918610663,3.1244845064021525
505.0,0.893335788493651,2.8807218846727025
506.0,1.2286903443229678,2.7483076704858784
507.0,1.500862121728666,2.6198948169417644
508.0,1.2125878667906067,2.487023315848597
509.0,0.9840502677474897,2.344124422604145
510.0,0.8478980969657319,2.2932868913308933
511.0,0.8340492749261592,2.0569077822697337
512.0,0.8047486569253534,1.830807216260813
513.0,0.930166611982711,1.7686065363672132
514.0,1.243230773249086,1.8423982606683071
515.0,1.289621915352817,1.950667796588073
516.0,1.3911955636924918,1.959233113794136
517.0,1.514928724184281,1.9926092517393843
518.0,1.618230757804973,2.0666060625378124
519.0,1.6629484913613075,2.2138646233636354
520.0,1.5277062717594947,2.231109116584496
521.0,1.5102592958678476,2.1187013179517953
522.0,1.3507119297645407,2.107755395198864
523.0,1.3317872606649956,1.9641034097458416
524.0,1.2227285947652708,1.8972904437391438
525.0,1.0831968336307152,1.7979181619689073
526.0,0.9948304539443751,1.7294828353942477
527.0,0.7169138018957908,1.323129502106879
528.0,0.5002952937573975,1.3581791834890562
529.0,0.24493271998266541,1.8850074675107598
530.0,0.23940385465485575,2.9318017311512197
531.0,0.12350261214554926,3.133833831452307
532.0,-0.1245925924263984,3.0361255642796543
533.0,-0.19548443465707788,3.0560258503056494
534.0,-0.23848464256332375,3.2862400079214487
535.0,-0.19863387318423348,3.4930389095014647
536.0,-0.05779823275642984,3.6427937061286344
537.0,0.001084121320513727,3.5265052919807265
538.0,0.29393661879593574,3.31516779962926
539.0,0.6390049598817471,3.220553240434093
540.0,0.9842490263311867,2.626675716133768
541.0,1.5219233444715918,2.030036676433504
542.0,2.0220668624339435,1.5314160677266342
543.0,2.2517925232743776,0.7723474356992991
544.0,2.3948775064787187,0.31076460836111836
545.0,2.469999468109323,0.2533293337362558
546.0,2.5455705274563463,-0.2362236212275854
547.0,2.729420067053862,-1.020660085509788
548.0,2.773873524401495,-2.0321042541224514
549.0,2.7884429771965458,-3.072399169197027
550.0,3.3147600916307614,-4.203294973260874
